,Classifier,State,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
0,New York,New York,0.023734615666178623,0.026602343081312412,0.0200974584717608,0.023104747385358008,0.025282142755681816,0.023439685762904144,0.024678303142329022,0.025299939252336447,0.023953106052193227,0.02092576216442953,0.019248779151215496,0.021588745851114272,0.021101422034918726,0.019418975404919016,0.019205895933014354,0.020456491163924437,0.02227581054239878,0.02120457851758794,0.02161732512590934,0.02128260301507538,0.025701338739862755,0.02518285465924896,0.0254606260265319,0.025641914965986393,0.025178230083234245,0.025744969005847954,0.026959930394431553,0.026679644914756023,0.02610750306372549,0.02853679778733866,0.029671135473766645
0,Los Angeles,California,0.021814615384615384,0.022350498599439775,0.019919698630136987,0.016503550684931506,0.01955462465753425,0.01963002191780822,0.017599265027322404,0.017195936986301372,0.01859106060606061,0.01891475,0.018116355191256827,0.020995952023988008,0.023702595703125,0.02149312876712329,0.030869081125827817,0.025999931412894375,0.025024932506887053,0.026364920391061454,0.02659225280898876,0.025748064917127077,0.024843033093525178,0.02546663126843658,0.027477108367626887,0.02736069134078212,0.02968354520547945,0.030139053424657534,0.02966247448275862,0.029389445054945052,0.028855302486187843,0.02842755692729767,0.028218087121212123
0,Chicago,Illinois,0.02296096887966805,0.02405902283653846,0.018173229177718835,0.017059419795221843,0.019130890982503364,0.02248828482142857,0.020163261068005478,0.022108969861660076,0.023333833917616127,0.02498869385026738,0.022989558252427187,0.02571731133671743,0.027595211726384364,0.026033251315789475,0.025144122462344466,0.029448622895622896,0.02666312661498708,0.030059220482713634,0.027255813403416557,0.026684953125000004,0.031178387491940688,0.028418063328424153,0.030839838323353293,0.028092626879699246,0.02846280417754569,0.02916824968314322,0.030982632911392406,0.031232896341463416,0.03050589900249376,0.032488418767507,0.033474188848920866
0,Houston,Texas,0.021940233538760946,0.020794883498244498,0.020625218363939903,0.02021216049822064,0.020861023809523812,0.025352126664602046,0.02285627168294084,0.023258567559697147,0.02484883214387668,0.026793168903803136,0.02389322578904775,0.02151559411172622,0.021555691073219658,0.023128008780732567,0.02233136479400749,0.024845077961783438,0.023893353189493434,0.02227350379921713,0.024153502612826602,0.02373035618341825,0.024860787753222837,0.026566209614051307,0.025604151355241068,0.02463606071249373,0.02325493844601413,0.023691258649093903,0.02452642648275862,0.025073811010215667,0.02316459878419453,0.024800857813362786,0.026908252222222224
0,Phoenix,Arizona,0.02488422093023256,0.023618378600823043,0.02431080993645291,0.025590946488294315,0.027271929518492676,0.027983222222222225,0.029595256009615382,0.029768956369982547,0.0299827464255677,0.03085469975429975,0.028876094220495384,0.026912776600866634,0.027302939199209095,0.027704888613861386,0.026563110071546502,0.025778606648199448,0.028265067619571194,0.0285580586622807,0.02933450884955752,0.028882941337719303,0.03008633680746023,0.031581373487348734,0.031217899613899616,0.03151774489232469,0.03090335290889133,0.030353359692476666,0.030529911049723756,0.03201132868632708,0.03181565687873845,0.03167257431693989,0.031649758928571435
0,Philadelphia,Pennsylvania,0.024277110285006197,0.029071128369704748,0.023489735705209652,0.02684062369337979,0.026167200686106347,0.026110272965879262,0.024842317988064785,0.022600262383900928,0.022855753846153848,0.020992227385892116,0.021166393351800553,0.022744978291316522,0.024353262465373962,0.022178054921540655,0.021901303971119133,0.024603915094339623,0.025382408410548826,0.025945334045584047,0.024773046575342468,0.02385776005961252,0.028777661179698214,0.027323387640449438,0.026697853296193126,0.02556682051282051,0.026283598591549294,0.02618856549815498,0.028032997285067873,0.02822388280254777,0.026566825825825823,0.028437422287390032,0.028971190036900372
0,San Antonio,Texas,0.02466444461305008,0.024367803625377642,0.023736508474576274,0.022328684210526313,0.025951377279102385,0.030767811428571424,0.023974388405797097,0.023845877873563216,0.028695642557651994,0.03065791190253046,0.02742135082872928,0.02806907520891365,0.031587171003717475,0.030148118139534885,0.028774590616375346,0.03108838602941176,0.03264014351005484,0.02662480755064457,0.029586442228335626,0.028509275051831377,0.02842924661893397,0.03209849860205033,0.030556899253731343,0.03129429916897507,0.029937750000000006,0.027958351749539593,0.027627634774609014,0.029245276777251188,0.027770949402023917,0.029041448015122876,0.030565444234404535
0,San Diego,California,0.0349092865248227,0.036194745654162856,0.029048319597069598,0.02811369861751152,0.02696580348943985,0.02809420018365473,0.026625103578154424,0.026525252054794522,0.02564728425925926,0.025014043782837128,0.022851901960784314,0.02595222299651568,0.0277755,0.027021957798165137,0.027944904936014626,0.026417559849198868,0.02829648219178082,0.0283542111627907,0.02912707083716651,0.028171757575757576,0.028897580441640376,0.029513573883161514,0.02724838636363636,0.0266132080659945,0.02957188900308325,0.030600668508287292,0.03160515174506829,0.033359477900552485,0.03301569421487603,0.030807800751879697,0.03212592018779343
0,Dallas,Texas,0.024578056429232196,0.023292385122410546,0.024050928966789665,0.022657229767441858,0.02529693363499246,0.028530999999999997,0.02764966544454629,0.02585387545787546,0.028561370544090057,0.029858107927411653,0.027979871559633027,0.02718859650735294,0.026926317164179106,0.029348204044117646,0.02697051423324151,0.031311959813084114,0.03220225555555555,0.026831158239700375,0.02936648830409357,0.02849587267384917,0.02947059833024119,0.03244731530705774,0.032293974145891045,0.030859498158379375,0.02968252883675464,0.02853618032786885,0.02878839017608897,0.03010942803386642,0.030014922018348624,0.03065419962511715,0.031137131260794475
0,San Jose,California,0.019157984439834026,0.01626091506849315,0.01676683855981417,0.01868802240896359,0.015515541704857928,0.01777501085645356,0.01817962431693989,0.017362861626248217,0.019983902155887228,0.019188886513157893,0.017032447540983604,0.018587697520661157,0.018871814988290398,0.021727516393442625,0.022994716857610478,0.022700721311475408,0.022869897660818712,0.021281928767123284,0.0221336393442623,0.019005665722379602,0.021626156164383563,0.021799446575342468,0.02294477322404372,0.021903882191780823,0.022602301369863017,0.023473386301369862,0.023486582417582415,0.024438438746438747,0.02332522191780822,0.02454373553719008,0.02591831168831169
